recording_id,condition_id,repetition,state_from_name,workpiece,length_mm,doc_mm,woc_mm,spindle_rpm,feed_mm_min,global_index,label,path,sha256,n_windows,archive_feature_dimension,missing_values
S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,3,S,B,56.0,0.5,2.0,2700,270,74,0,data/processed_feature_matrices/S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R3.mat,f8d30bc1e18c3d173616c125e6b54ae199c3c1550b70736a13684a51f9530872,350,40,0
S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,4,S,B,56.0,0.5,2.0,2700,270,75,0,data/processed_feature_matrices/S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R4.mat,ac42bdcca7cfef86a6aaff325b1b4e80f34e7652f2bf77c56526b4e653c57263,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,1,S,B,56.0,1.0,1.0,1800,180,76,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R1.mat,d5958329c59f430e76532aa6c46de7feffbdc68567e2599df1f710cd2983708e,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,2,S,B,56.0,1.0,1.0,1800,180,77,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R2.mat,66f9bf7948af1cb3dc91b229853ccfe9c24bb90753f91e871854783b33ee0e00,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,3,S,B,56.0,1.0,1.0,1800,180,78,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R3.mat,c47d9414722dd2c7066fd236b44b37a0c2b2de1044a73db98ba9f92dbebf9061,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R4,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,4,S,B,56.0,1.0,1.0,1800,180,79,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R4.mat,48716ceefa80a578000c87889ca8aa28257a255f727d107dfba01b55578a484c,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,1,S,B,56.0,1.0,1.0,2700,270,80,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R1.mat,7df58ff566a9f639c16dc48484ec64691a010ae6c6875fef79279fcd9339f116,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,2,S,B,56.0,1.0,1.0,2700,270,81,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2.mat,d9cd791641528570e1df7bc729b2c4cd27e619ea8996539e4f808c7eadf74313,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,S,B,56.0,1.0,1.0,2700,270,82,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3.mat,adce617aa1b694dae8a1520983cc6668f31295991dc333b012b455882282cc73,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,S,B,56.0,1.0,1.0,2700,270,83,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4.mat,2c0d29b865a383e0e2a435f4f907b4f025cddae7f99764b9d1985fec751caf04,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,1,S,B,56.0,1.0,1.0,3600,360,84,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R1.mat,5bf7aec035ad7658226d4028a25983fb3df7f64b959e20a8df3efd73bc3a13d2,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,2,S,B,56.0,1.0,1.0,3600,360,85,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R2.mat,932b25e58840260f09581429cba18f9f5c764132f40e10cc0d7e45b370aeb707,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,3,S,B,56.0,1.0,1.0,3600,360,86,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R3.mat,9709e432629762de01f185d25c045e2fec6b5e63383110b7f357277c1904338a,350,40,0
S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,4,S,B,56.0,1.0,1.0,3600,360,87,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R4.mat,03a869681ba2fac9600139782906f170824b4fa0192329f2e90c47f5f41e7c41,350,40,0
S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,1,S,B,56.0,1.0,2.0,2700,270,88,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R1.mat,eebf583eb61f1b0a5713e2bb5fc379d39158ccf7013f4d539a53922b55a1332d,350,40,0
S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,S,B,56.0,1.0,2.0,2700,270,89,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2.mat,40642729c4fd5ab7d0f8a1c30b7ac0384d6c106daae214e9dd64158af1531f4a,350,40,0
S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,S,B,56.0,1.0,2.0,2700,270,90,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3.mat,7022b5f5334ab131cd16baf6fc1f3c08fb7c5ac6a3e859755b588ff6b0ddbf18,350,40,0
S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,S,B,56.0,1.0,2.0,2700,270,91,0,data/processed_feature_matrices/S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4.mat,54c1ae45aa016064e82c8080dd5ad61398fe47f4296164fe49dce7f7738a9dae,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,1,S,B,56.0,1.5,1.0,1800,180,92,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R1.mat,54f39b5ca6b3c0f635a1c77288d7b0b8958e48f17392efd8dcb13de2ee849f68,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,2,S,B,56.0,1.5,1.0,1800,180,93,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R2.mat,caa726d10a4a155907d838df349355615f5170707ea9d9b3af2d11da0583d520,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,3,S,B,56.0,1.5,1.0,1800,180,94,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R3.mat,639a0325dfe9722cba3e0b7dfd3963433a9a3fd154aff33cb37f2d193f349432,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R4,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,4,S,B,56.0,1.5,1.0,1800,180,95,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R4.mat,689b09d55ba81ce2fbde697e00650592ee51c00d712199ec6d1941fd5a1d4a33,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,S,B,56.0,1.5,1.0,2700,270,96,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1.mat,11f30710a2c5edd339c55405634631d0ed3a91eb693bed61ddf33178466703a2,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,2,S,B,56.0,1.5,1.0,2700,270,97,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2.mat,e6a0135284163802575e972b48613dc2a0567b723b31dd1143c7e9e84c3098ef,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,3,S,B,56.0,1.5,1.0,2700,270,98,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R3.mat,b91f300cca080d3ada22d739649b9333f5168f09542c81f58028bc0f89293178,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,4,S,B,56.0,1.5,1.0,2700,270,99,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R4.mat,1863fe5e770df4e16c35c2abdb9563c7b2b6f4b0cc0319688ad331ab0636b0a8,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,S,B,56.0,1.5,1.0,3600,360,100,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1.mat,1d9fdc9c9c0519b484d1b53153ad1bcdb8ff946c4ac74c1f72751e1cc539397e,344,40,0
S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,2,S,B,56.0,1.5,1.0,3600,360,101,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R2.mat,92b5b5d9407acac4d09e6780d900dff23cd55d6452a94639d26aa5f15cc6fc0c,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,3,S,B,56.0,1.5,1.0,3600,360,102,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R3.mat,8a1109c7b1d2d34199da1255473424b4e9145737b07d8bea7f8b53c767f39e36,350,40,0
S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,4,S,B,56.0,1.5,1.0,3600,360,103,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R4.mat,c6881f1106efbe8ea4851d4e49ef64ab1e60172eb3949598ef815645dab8618c,350,40,0
S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,1,S,B,56.0,1.5,2.0,2700,270,104,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R1.mat,e009ee8875cc474df2222db35805ec75eca5a16d028b9ce29225e9b1a146a2c9,350,40,0
S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,2,S,B,56.0,1.5,2.0,2700,270,105,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2.mat,e4ab075f3c0288bc905a1f5b8562ef4e3828fd3b5330edbd54ee95b341ccfdc2,350,40,0
S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,3,S,B,56.0,1.5,2.0,2700,270,106,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R3.mat,1b99a86ee57f477caae3115368670d83f09873c3f822295bd6a5d208a7e6f14d,350,40,0
S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,4,S,B,56.0,1.5,2.0,2700,270,107,0,data/processed_feature_matrices/S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R4.mat,ab24b1130085140f9c502abdb74d913f090caba9fe4f94655c6e1d1dfdb86500,350,40,0
U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,1,U,A,36.0,2.0,1.0,3600,360,108,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R1.mat,35714b04d77e60cc7907fd07ad763cf2af6fdb1ff4f0697a08d38f231551d305,350,40,0
U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,2,U,A,36.0,2.0,1.0,3600,360,109,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2.mat,39bdd8ceac4f56caaf641580cd331f814642ba19ec812cbe7177141979b0dd05,350,40,0
U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R3,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,3,U,A,36.0,2.0,1.0,3600,360,110,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R3.mat,3ae434f89040885192a620d45c61681279c089ccdc8ed16896ecc254142a9ec4,350,40,0
U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,4,U,A,36.0,2.0,1.0,3600,360,111,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R4.mat,1cb59312b475994f22bd3070874cebe494a912967b490dcd35457528d8db6e50,350,40,0
U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R1,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,1,U,A,36.0,2.0,2.0,2700,270,112,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R1.mat,5fbf1647a06511a0115fa944cfc5a32413798010e57cf55bd275edaa7411063b,350,40,0
U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,U,A,36.0,2.0,2.0,2700,270,113,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2.mat,9ab2fd32503b3701baed13b8dc9364a67086d5408b54478a330416ead5142b78,350,40,0
U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R3,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,3,U,A,36.0,2.0,2.0,2700,270,114,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R3.mat,b92c73ce640a05a9f25b75ea956e591b8dff32f584468c1ca5d53c0d5244a989,350,40,0
U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,4,U,A,36.0,2.0,2.0,2700,270,115,1,data/processed_feature_matrices/U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R4.mat,d1dc90e383c950413a0c3e692c599baf0730ce9e046fae5b757426d8f5aec57f,350,40,0
U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,U,A,36.0,3.0,1.0,3600,360,116,1,data/processed_feature_matrices/U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1.mat,2b8d07dbdcf99abb28fbb64bfdde48e3cb0b407324173b658d11178cef378aab,350,40,0
U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,U,A,36.0,3.0,1.0,3600,360,117,1,data/processed_feature_matrices/U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2.mat,99d356bec85abce81b3bf3453bd7dba1474054c8f755bfa785dc44520514f718,350,40,0
U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R3,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,3,U,A,36.0,3.0,1.0,3600,360,118,1,data/processed_feature_matrices/U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R3.mat,2b3118cc4a2056559fdd038b05d02d332e7c08ae788ccb67a708a15166601d8b,350,40,0
U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,U,A,36.0,3.0,1.0,3600,360,119,1,data/processed_feature_matrices/U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4.mat,e1ad0d663c3fe99719a84948af0ad5086a98e186d5d39a4c469d102eb1eba2fe,350,40,0
U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R1,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,1,U,A,36.0,4.0,2.0,2700,270,120,1,data/processed_feature_matrices/U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R1.mat,c6adcb11e2bf98d0cf79384d394f1d55e1e21db46d22ee94ce755d86bd747994,350,40,0
U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,2,U,A,36.0,4.0,2.0,2700,270,121,1,data/processed_feature_matrices/U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R2.mat,0397fe98b2e0f454948bb71a676e5343da2e459faf388043f47616e3d62e4fa9,350,40,0
U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R3,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,3,U,A,36.0,4.0,2.0,2700,270,122,1,data/processed_feature_matrices/U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R3.mat,d90d8c9c62084ff9c082bb81ed42472a14c6089da7f58c77495b6b01db17df66,350,40,0
U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,4,U,A,36.0,4.0,2.0,2700,270,123,1,data/processed_feature_matrices/U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R4.mat,c07034c4510a9f1f3ec98e7f14987ccc991df4a1f98ece85b902dc0368174c31,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R1,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,1,U,B,56.0,2.0,1.0,1800,180,124,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R1.mat,3720d1dbf6da167d62b02aea19df4073eaf31c4fbd68eb435d5de50084cd0bca,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R2,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,2,U,B,56.0,2.0,1.0,1800,180,125,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R2.mat,3fa6ab5ad09bf2b51dd1b0f5ec4bd310968cedafb8f13f766a59f80d0bbc77a0,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,3,U,B,56.0,2.0,1.0,1800,180,126,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R3.mat,9ffaaac5788cefe152325c9e6f461dc80e59a453b555f67a1abfdf6644270adc,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R4,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,4,U,B,56.0,2.0,1.0,1800,180,127,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R4.mat,8bac1a4cd69c643a604e5251553b3225f637be4a06fc81d0e129ab04406d8f2c,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,1,U,B,56.0,2.0,1.0,2700,270,128,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R1.mat,c778a09d8766e4f8d04fccc2611f451f9f4ebf01bc532714ecb7898cc302c732,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,2,U,B,56.0,2.0,1.0,2700,270,129,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2.mat,1c7a138cb4a4e6de67d0abae988b6c575f0024c50049b17af09433a30f91f050,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,3,U,B,56.0,2.0,1.0,2700,270,130,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R3.mat,d2e0cf316894603869a3d8e7a7c656040a250b1f96a800b51a01e3eb8eab481d,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,4,U,B,56.0,2.0,1.0,2700,270,131,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R4.mat,4711d87b5a8bb097b3a9c331efd24e2022fe29217fa8ecf7ef0660d4a9af68cb,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,1,U,B,56.0,2.0,1.0,3600,360,132,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R1.mat,27b46239e5fc3ca238f724ab9ee48745613405c8db8c2cb4e9e20b0451ab0e7a,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R2,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,2,U,B,56.0,2.0,1.0,3600,360,133,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R2.mat,a512cebe4be5c9627f27728af7a234056db20ca4cc0efb8d23be72b818838ca7,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,3,U,B,56.0,2.0,1.0,3600,360,134,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R3.mat,07f2585d045f659feedd280cd4ce1ce81049bc0e02c1df5df3dac0d8296555fa,350,40,0
U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R4,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,4,U,B,56.0,2.0,1.0,3600,360,135,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R4.mat,e413d929e6b9c9052b54057ed3aae6697530fd3fe5fb5005065ba6efb03abaf8,350,40,0
U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,1,U,B,56.0,2.0,2.0,2700,270,136,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R1.mat,c00e5afaa63f4f4b26ec4a1d0e174ee514446051162bf48ad7d34cf908695315,350,40,0
U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,2,U,B,56.0,2.0,2.0,2700,270,137,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R2.mat,567766ff9e6d000fd9ac49bcdfb5710e87219e6073e43fa7d5e24bf053340e21,350,40,0
U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R3,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,3,U,B,56.0,2.0,2.0,2700,270,138,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R3.mat,1f9d46851a5388915cbf0e169d8959072d6ebd5975873b7ce552d45e27e22d9c,350,40,0
U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,4,U,B,56.0,2.0,2.0,2700,270,139,1,data/processed_feature_matrices/U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R4.mat,489e0b8c456fbbe6e1f0b6b2272147b29e01acf97bd1e0df235da9136826585d,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R1,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,1,U,B,56.0,3.0,1.0,1800,180,140,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R1.mat,b53ed6a6e89eaf71d22e1b49d160d5e3d8b3f043400c026e317b3ab26600ac60,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R2,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,2,U,B,56.0,3.0,1.0,1800,180,141,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R2.mat,386f4d9fe51a8456fd71c631e1313ed682874c89db0a37801063f7c3d0524315,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,3,U,B,56.0,3.0,1.0,1800,180,142,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R3.mat,4988ffbc4def2d2416d4ba355a94c786689709ea8860f612c333a12b652f9477,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R4,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,4,U,B,56.0,3.0,1.0,1800,180,143,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R4.mat,b9ffb6b83d8dda0f2c294f3e8560b9e2ff7d90ef1f64f113371c7fda3592cbfb,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,1,U,B,56.0,3.0,1.0,3600,360,144,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R1.mat,0a283cd8a1f4a9385169e62961d97bc242036e3261885ab55ef960f4c3589073,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R2,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,2,U,B,56.0,3.0,1.0,3600,360,145,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R2.mat,f28719633754e84c2d8df82901cafdbcf2ec3b9635393684ff00d6e03b1af24c,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,3,U,B,56.0,3.0,1.0,3600,360,146,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R3.mat,20f58b62e7a31421ba53a028f288b94e1e1153dec2961c1a8b6538f21ee58434,350,40,0
U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R4,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,4,U,B,56.0,3.0,1.0,3600,360,147,1,data/processed_feature_matrices/U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R4.mat,e46cb733558973dacb9367f10cf41f6f90757f0c56930ea75e3cd00ad195d7f4,350,40,0
