split,repeat,fold,seed,partition,global_index,recording_id,condition_id,repetition,label
3,0,3,11,train,70,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,3,0
3,0,3,11,train,71,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,4,0
3,0,3,11,train,72,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,1,0
3,0,3,11,train,73,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,2,0
3,0,3,11,train,74,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,3,0
3,0,3,11,train,75,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,4,0
3,0,3,11,train,76,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,1,0
3,0,3,11,train,77,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,2,0
3,0,3,11,train,78,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,3,0
3,0,3,11,train,79,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R4,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,4,0
3,0,3,11,train,80,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,1,0
3,0,3,11,train,81,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,2,0
3,0,3,11,train,82,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,0
3,0,3,11,train,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0
3,0,3,11,train,84,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,1,0
3,0,3,11,train,85,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,2,0
3,0,3,11,train,86,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,3,0
3,0,3,11,train,87,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,4,0
3,0,3,11,train,88,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,1,0
3,0,3,11,train,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0
3,0,3,11,train,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0
3,0,3,11,train,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0
3,0,3,11,train,92,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,1,0
3,0,3,11,train,93,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,2,0
3,0,3,11,train,94,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,3,0
3,0,3,11,train,95,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R4,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,4,0
3,0,3,11,train,104,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,1,0
3,0,3,11,train,105,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,2,0
3,0,3,11,train,106,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,3,0
3,0,3,11,train,107,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,4,0
3,0,3,11,train,108,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,1,1
3,0,3,11,train,109,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,2,1
3,0,3,11,train,110,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R3,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,3,1
3,0,3,11,train,111,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC2.0_WOC1.0_N3600_F360,4,1
3,0,3,11,train,112,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R1,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,1,1
3,0,3,11,train,113,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,1
3,0,3,11,train,114,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R3,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,3,1
3,0,3,11,train,115,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,4,1
3,0,3,11,train,116,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,1,1
3,0,3,11,train,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1
3,0,3,11,train,118,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R3,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,3,1
3,0,3,11,train,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1
3,0,3,11,train,120,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R1,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,1,1
3,0,3,11,train,121,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,2,1
3,0,3,11,train,122,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R3,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,3,1
3,0,3,11,train,123,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,4,1
3,0,3,11,train,132,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,1,1
3,0,3,11,train,133,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R2,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,2,1
3,0,3,11,train,134,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,3,1
3,0,3,11,train,135,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360_R4,U_WPB_L56_DOC2.0_WOC1.0_N3600_F360,4,1
3,0,3,11,train,136,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,1,1
3,0,3,11,train,137,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,2,1
3,0,3,11,train,138,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R3,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,3,1
3,0,3,11,train,139,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,4,1
3,0,3,11,train,140,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R1,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,1,1
3,0,3,11,train,141,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R2,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,2,1
3,0,3,11,train,142,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,3,1
3,0,3,11,train,143,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R4,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,4,1
3,0,3,11,train,144,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R1,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,1,1
3,0,3,11,train,145,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R2,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,2,1
3,0,3,11,train,146,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,3,1
3,0,3,11,train,147,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R4,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,4,1
3,0,3,11,train,148,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,1,1
3,0,3,11,train,149,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,2,1
3,0,3,11,train,150,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,3,1
3,0,3,11,train,151,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,4,1
3,0,3,11,train,156,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,1,1
3,0,3,11,train,157,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,2,1
3,0,3,11,train,158,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,3,1
3,0,3,11,train,159,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,4,1
3,0,3,11,test,4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,1,0
3,0,3,11,test,5,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,2,0
3,0,3,11,test,6,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R3,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,3,0
3,0,3,11,test,7,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,4,0
3,0,3,11,test,24,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R1,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,1,0
3,0,3,11,test,25,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,2,0
3,0,3,11,test,26,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R3,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,3,0
3,0,3,11,test,27,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R4,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,4,0
3,0,3,11,test,36,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R1,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,1,0
3,0,3,11,test,37,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,2,0
3,0,3,11,test,38,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R3,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,3,0
3,0,3,11,test,39,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270_R4,S_WPA_L36_DOC1.5_WOC2.0_N2700_F270,4,0
3,0,3,11,test,52,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270_R1,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270,1,0
3,0,3,11,test,53,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270_R2,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270,2,0
3,0,3,11,test,54,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270_R3,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270,3,0
3,0,3,11,test,55,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270_R4,S_WPA_L36_DOC4.0_WOC1.0_N2700_F270,4,0
3,0,3,11,test,56,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270_R1,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270,1,0
3,0,3,11,test,57,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270_R2,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270,2,0
3,0,3,11,test,58,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270_R3,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270,3,0
3,0,3,11,test,59,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270_R4,S_WPA_L36_DOC6.0_WOC1.0_N2700_F270,4,0
3,0,3,11,test,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0
3,0,3,11,test,97,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,2,0
3,0,3,11,test,98,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,3,0
3,0,3,11,test,99,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,4,0
3,0,3,11,test,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0
3,0,3,11,test,101,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,2,0
3,0,3,11,test,102,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,3,0
3,0,3,11,test,103,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,4,0
3,0,3,11,test,124,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R1,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,1,1
3,0,3,11,test,125,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R2,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,2,1
3,0,3,11,test,126,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,3,1
3,0,3,11,test,127,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180_R4,U_WPB_L56_DOC2.0_WOC1.0_N1800_F180,4,1
3,0,3,11,test,128,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,1,1
3,0,3,11,test,129,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,2,1
3,0,3,11,test,130,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,3,1
3,0,3,11,test,131,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270_R4,U_WPB_L56_DOC2.0_WOC1.0_N2700_F270,4,1
3,0,3,11,test,152,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,1,1
3,0,3,11,test,153,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,2,1
3,0,3,11,test,154,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,3,1
3,0,3,11,test,155,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,4,1
4,1,0,23,train,0,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R1,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,1,0
4,1,0,23,train,1,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R2,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,2,0
4,1,0,23,train,2,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R3,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,3,0
4,1,0,23,train,3,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R4,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,4,0
4,1,0,23,train,4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,1,0
4,1,0,23,train,5,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,2,0
4,1,0,23,train,6,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R3,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,3,0
4,1,0,23,train,7,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,4,0
4,1,0,23,train,8,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270_R1,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270,1,0
4,1,0,23,train,9,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270,2,0
4,1,0,23,train,10,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270_R3,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270,3,0
4,1,0,23,train,11,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270_R4,S_WPA_L36_DOC0.5_WOC2.0_N2700_F270,4,0
4,1,0,23,train,12,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,1,0
4,1,0,23,train,13,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,2,0
4,1,0,23,train,14,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,3,0
4,1,0,23,train,15,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,4,0
4,1,0,23,train,20,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,1,0
4,1,0,23,train,21,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,2,0
4,1,0,23,train,22,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R3,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,3,0
4,1,0,23,train,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0
4,1,0,23,train,24,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R1,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,1,0
4,1,0,23,train,25,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R2,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,2,0
4,1,0,23,train,26,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R3,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,3,0
4,1,0,23,train,27,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270_R4,S_WPA_L36_DOC1.0_WOC2.0_N2700_F270,4,0
4,1,0,23,train,28,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,1,0
4,1,0,23,train,29,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,2,0
4,1,0,23,train,30,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,3,0
4,1,0,23,train,31,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,4,0
4,1,0,23,train,32,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,1,0
4,1,0,23,train,33,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,2,0
4,1,0,23,train,34,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R3,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,3,0
4,1,0,23,train,35,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,4,0
4,1,0,23,train,40,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,1,0
4,1,0,23,train,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0
4,1,0,23,train,42,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,3,0
4,1,0,23,train,43,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,4,0
4,1,0,23,train,48,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,1,0
4,1,0,23,train,49,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,2,0
4,1,0,23,train,50,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,3,0
4,1,0,23,train,51,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,4,0
4,1,0,23,train,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0
4,1,0,23,train,65,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,2,0
4,1,0,23,train,66,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,3,0
4,1,0,23,train,67,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,4,0
4,1,0,23,train,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0
4,1,0,23,train,69,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,2,0
4,1,0,23,train,70,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,3,0
4,1,0,23,train,71,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,4,0
4,1,0,23,train,76,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,1,0
4,1,0,23,train,77,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,2,0
4,1,0,23,train,78,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R3,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,3,0
4,1,0,23,train,79,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180_R4,S_WPB_L56_DOC1.0_WOC1.0_N1800_F180,4,0
4,1,0,23,train,80,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,1,0
4,1,0,23,train,81,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,2,0
4,1,0,23,train,82,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,3,0
4,1,0,23,train,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0
4,1,0,23,train,84,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,1,0
4,1,0,23,train,85,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,2,0
4,1,0,23,train,86,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,3,0
4,1,0,23,train,87,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360_R4,S_WPB_L56_DOC1.0_WOC1.0_N3600_F360,4,0
4,1,0,23,train,88,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,1,0
4,1,0,23,train,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0
4,1,0,23,train,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0
4,1,0,23,train,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0
4,1,0,23,train,92,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R1,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,1,0
4,1,0,23,train,93,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180_R2,S_WPB_L56_DOC1.5_WOC1.0_N1800_F180,2,0
