split,repeat,fold,seed,feature_set,n_train,n_test,n_train_conditions,n_test_conditions,budget,method,stage,n_selected,n_unique_selected_conditions,n_duplicate_condition_slots,max_selected_per_condition,rank,train_local_index,global_index,recording_id,condition_id,repetition,label,voronoi_weight,renyi_weight
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,4,54,74,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC2.0_N2700_F270,3,0,0.20833333333333334,0.10170542218617398
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,5,63,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0,0.09166666666666666,0.10509747361973973
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,6,69,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.016666666666666666,0.05735383976346763
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,7,70,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.025,0.05865205662096631
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,8,87,115,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,4,1,0.016666666666666666,0.06953068590872807
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,9,89,117,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,2,1,0.008333333333333333,0.057332900899759426
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,10,91,119,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4,U_WPA_L36_DOC3.0_WOC1.0_N3600_F360,4,1,0.09166666666666666,0.07369077428311353
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,11,92,120,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270_R1,U_WPA_L36_DOC4.0_WOC2.0_N2700_F270,1,1,0.10833333333333334,0.09834357340685482
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,12,111,147,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R4,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,4,1,0.11666666666666667,0.09377408046864112
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,1,3,3,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R4,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,4,0,0.041666666666666664,0.5984116342597757
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,2,13,13,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,2,0,0.05,0.005590796158452464
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,3,14,14,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,3,0,0.041666666666666664,0.0054603149067497525
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,4,29,33,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,2,0,0.31666666666666665,0.001552313160172898
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,5,46,70,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,3,0,0.10833333333333334,0.009799146617530922
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,6,69,97,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,2,0,0.03333333333333333,0.0046819942052509726
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,7,71,99,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,4,0,0.03333333333333333,0.005361071938405544
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,8,76,104,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,1,0,0.016666666666666666,0.017841394932347054
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,9,77,105,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,2,0,0.05,0.027344871147991872
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,10,78,106,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,3,0,0.05,0.012464127676174818
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,11,102,142,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,3,1,0.175,0.12961740474069566
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,12,116,156,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,1,1,0.08333333333333333,0.18187493025645224
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,1,13,13,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,2,0,0.05,7.507980986557174e-08
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,2,14,14,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180_R3,S_WPA_L36_DOC1.0_WOC1.0_N1800_F180,3,0,0.08333333333333333,6.855233260175222e-08
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,3,29,33,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R2,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,2,0,0.31666666666666665,5.072296539099121e-09
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,4,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.025,0.9998729785700803
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,5,46,70,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R3,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,3,0,0.10833333333333334,3.266796487220695e-07
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,6,69,97,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,2,0,0.025,7.544928470341068e-07
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,7,71,99,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,4,0,0.03333333333333333,1.1003021155499814e-07
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,8,76,104,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,1,0,0.016666666666666666,5.384749310317956e-06
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,9,77,105,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,2,0,0.03333333333333333,7.373283686655017e-05
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,10,78,106,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.5_WOC2.0_N2700_F270,3,0,0.05,8.900730729925941e-07
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,11,102,142,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180_R3,U_WPB_L56_DOC3.0_WOC1.0_N1800_F180,3,1,0.175,1.6738531732989526e-05
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,12,116,156,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270_R1,U_WPB_L56_DOC6.0_WOC1.0_N2700_F270,1,1,0.08333333333333333,2.8935331790610885e-05
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,1,31,35,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,4,0,0.375,0.12184107143518896
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,2,106,146,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,3,1,0.13333333333333333,0.07925110894649703
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,3,63,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.14166666666666666,0.11505642464337507
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,4,53,81,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,2,0,0.075,0.11624894205466635
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,5,81,113,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,1,0.05,0.07616322596961729
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,6,62,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.0640541725372122
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,7,115,155,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,4,1,0.14166666666666666,0.07677381846298242
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,8,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.0648447089259869
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,9,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.0653120234719194
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,10,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.0656442975794244
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,11,42,66,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,3,0,0.03333333333333333,0.0899654970471334
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,12,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.06484470892599668
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,1,6,6,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R3,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,3,0,0.2,0.07319311313691416
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,2,31,35,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.5_WOC1.0_N3600_F360,4,0,0.19166666666666668,0.13649663957000768
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,3,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.05328346845722827
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,4,42,66,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R3,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,3,0,0.03333333333333333,0.08436664272922746
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,5,53,81,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,2,0,0.06666666666666667,0.12521792736295725
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,6,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.053283468457213955
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,7,62,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.016666666666666666,0.05322902753892332
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,8,63,91,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,4,0,0.14166666666666666,0.11952815902305124
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,9,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.0539708170789095
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,10,81,113,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,1,0.05,0.07961703144362685
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,11,106,146,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360_R3,U_WPB_L56_DOC3.0_WOC1.0_N3600_F360,3,1,0.13333333333333333,0.08555060602513521
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,12,115,155,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R4,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,4,1,0.14166666666666666,0.08226309917680519
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.3333333333333333,0.09853280545365381
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,2,24,28,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,1,0,0.041666666666666664,0.08073231978004095
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,3,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.06553644146155603
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,4,40,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0,0.03333333333333333,0.07630452224890226
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,5,44,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0,0.016666666666666666,0.06481881453402918
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,6,45,69,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,2,0,0.14166666666666666,0.09046304128863496
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,7,55,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0,0.06666666666666667,0.11072256308126562
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,8,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.06553644146155047
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,9,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.06618269020371628
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,10,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.0659892279864487
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,11,81,113,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,1,0.041666666666666664,0.0838085724739097
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,12,97,137,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,2,1,0.2916666666666667,0.13137256002629208
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,1,19,23,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4,S_WPA_L36_DOC1.0_WOC1.0_N3600_F360,4,0,0.3416666666666667,0.10771007637285288
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,2,24,28,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R1,S_WPA_L36_DOC1.5_WOC1.0_N1800_F180,1,0,0.041666666666666664,0.08137722055463024
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,3,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.05415829645186535
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,4,40,64,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,1,0,0.03333333333333333,0.07883544800142263
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,5,44,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0,0.016666666666666666,0.0542108124812071
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,6,45,69,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R2,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,2,0,0.14166666666666666,0.09730570530869131
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,7,55,83,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270_R4,S_WPB_L56_DOC1.0_WOC1.0_N2700_F270,4,0,0.06666666666666667,0.12128026892637196
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,8,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.05415829645186122
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,9,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05483181967392747
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,10,81,113,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R2,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,2,1,0.041666666666666664,0.07904759854021867
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,11,83,115,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270_R4,U_WPA_L36_DOC2.0_WOC2.0_N2700_F270,4,1,0.06666666666666667,0.0729653277014192
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,12,97,137,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R2,U_WPB_L56_DOC2.0_WOC2.0_N2700_F270,2,1,0.225,0.14411912953553205
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,1,4,4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,1,0,0.5416666666666666,0.15896843526476287
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,2,72,100,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC1.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05981437258099351
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,3,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.05924103371899646
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,4,62,90,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R3,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,3,0,0.008333333333333333,0.05739404124127958
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,5,68,96,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1,S_WPB_L56_DOC1.5_WOC1.0_N2700_F270,1,0,0.008333333333333333,0.06014925377671529
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,6,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.059241033718984565
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,7,112,152,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270_R1,U_WPB_L56_DOC4.0_WOC2.0_N2700_F270,1,1,0.008333333333333333,0.067213383801956
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,8,44,68,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1,S_WPB_L56_DOC0.5_WOC1.0_N3600_F360,1,0,0.008333333333333333,0.05738679740979202
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,9,39,51,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,4,0,0.05,0.07267956584082456
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,10,110,150,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270_R3,U_WPB_L56_DOC4.0_WOC1.0_N2700_F270,3,1,0.025,0.08227010500406418
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,11,41,65,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,2,0,0.075,0.10970454344511447
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,12,0,0,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R1,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,1,0,0.25,0.15593743419651657
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,1,0,0,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270_R1,S_WPA_L36_DOC0.5_WOC1.0_N2700_F270,1,0,0.125,0.18363820613072626
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,2,4,4,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360_R1,S_WPA_L36_DOC0.5_WOC1.0_N3600_F360,1,0,0.45,0.19073862449060694
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,3,33,41,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180_R2,S_WPA_L36_DOC2.0_WOC1.0_N1800_F180,2,0,0.008333333333333333,0.04684762755361297
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,4,39,51,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180_R4,S_WPA_L36_DOC3.0_WOC1.0_N1800_F180,4,0,0.041666666666666664,0.06664401063385461
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,5,41,65,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270_R2,S_WPB_L56_DOC0.5_WOC1.0_N2700_F270,2,0,0.075,0.11849623222608882
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,6,61,89,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2,S_WPB_L56_DOC1.0_WOC2.0_N2700_F270,2,0,0.008333333333333333,0.04684762755359703
